CustomerID,frequency,recency,T,monetary_value
12547,1.0,83.0,280.0,48.4
12548,0.0,0.0,166.0,0.0
12550,0.0,0.0,79.0,0.0
12551,0.0,0.0,357.0,0.0
12552,1.0,1.0,39.0,120.0
12553,9.0,321.0,329.0,332.44
12556,1.0,101.0,151.0,290.81
12558,0.0,0.0,7.0,0.0
12559,1.0,9.0,319.0,75.6
12560,2.0,138.0,143.0,420.85
12561,0.0,0.0,302.0,0.0
12562,6.0,190.0,198.0,556.13
12564,0.0,0.0,261.0,0.0
12565,0.0,0.0,288.0,0.0
12566,0.0,0.0,86.0,0.0
12567,8.0,347.0,369.0,984.3
12571,1.0,82.0,121.0,271.26
12572,1.0,43.0,51.0,487.68
12573,0.0,0.0,227.0,0.0
12574,0.0,0.0,315.0,0.0
12576,4.0,269.0,304.0,262.24
12577,1.0,324.0,359.0,461.91
12578,1.0,309.0,330.0,1185.85
12579,0.0,0.0,78.0,0.0
12580,0.0,0.0,246.0,0.0
12581,0.0,0.0,39.0,0.0
12582,1.0,50.0,288.0,306.2
12583,14.0,371.0,373.0,458.97
12584,8.0,277.0,280.0,234.32
12585,1.0,117.0,351.0,777.25
12586,0.0,0.0,17.0,0.0
12587,0.0,0.0,7.0,0.0
12588,0.0,0.0,39.0,0.0
12589,1.0,116.0,144.0,515.18
12590,0.0,0.0,211.0,0.0
12591,0.0,0.0,317.0,0.0
12592,1.0,121.0,213.0,205.8
12593,2.0,110.0,218.0,91.05
12594,8.0,285.0,322.0,374.65
12596,1.0,191.0,242.0,348.32
12597,3.0,249.0,268.0,1098.36
12598,6.0,275.0,284.0,383.7
12599,6.0,275.0,304.0,138.45
12600,9.0,343.0,371.0,280.28
12601,4.0,143.0,332.0,108.2
12602,0.0,0.0,58.0,0.0
12603,0.0,0.0,21.0,0.0
12604,1.0,182.0,261.0,75.68
12607,0.0,0.0,60.0,0.0
12609,2.0,240.0,318.0,419.46
12610,4.0,104.0,126.0,288.2
12611,0.0,0.0,52.0,0.0
12612,0.0,0.0,74.0,0.0
12613,2.0,205.0,262.0,1261.36
12614,0.0,0.0,277.0,0.0
12615,3.0,166.0,168.0,552.15
12616,1.0,202.0,297.0,457.7
12617,0.0,0.0,29.0,0.0
12618,0.0,0.0,21.0,0.0
12619,8.0,237.0,253.0,429.41
12620,2.0,190.0,204.0,388.88
12621,16.0,364.0,365.0,826.57
12622,0.0,0.0,232.0,0.0
12623,0.0,0.0,276.0,0.0
12624,1.0,71.0,177.0,341.19
12625,1.0,108.0,319.0,967.2
12626,8.0,303.0,326.0,690.56
12627,6.0,130.0,140.0,618.42
12628,2.0,60.0,64.0,226.41
12630,1.0,34.0,43.0,569.09
12631,0.0,0.0,57.0,0.0
12633,3.0,229.0,287.0,383.72
12635,1.0,65.0,154.0,1005.54
12637,6.0,256.0,323.0,750.87
12638,0.0,0.0,33.0,0.0
12639,0.0,0.0,238.0,0.0
12640,2.0,58.0,81.0,205.0
12641,0.0,0.0,115.0,0.0
12642,2.0,82.0,107.0,323.41
12643,4.0,204.0,332.0,618.36
12644,0.0,0.0,129.0,0.0
12645,3.0,283.0,316.0,468.63
12646,1.0,45.0,49.0,615.28
12647,10.0,347.0,369.0,335.08
12648,0.0,0.0,154.0,0.0
12649,1.0,105.0,212.0,248.51
12650,0.0,0.0,3.0,0.0
12651,0.0,0.0,334.0,0.0
12652,0.0,0.0,331.0,0.0
12654,3.0,285.0,295.0,145.13
12656,4.0,216.0,233.0,877.49
12657,2.0,67.0,78.0,512.37
12658,0.0,0.0,18.0,0.0
12659,0.0,0.0,29.0,0.0
12660,0.0,0.0,11.0,0.0
12662,9.0,373.0,373.0,398.7
12664,8.0,314.0,322.0,527.54
12665,0.0,0.0,324.0,0.0
12667,0.0,0.0,58.0,0.0
12668,3.0,344.0,355.0,1112.43
12669,2.0,106.0,256.0,803.86
12670,4.0,222.0,232.0,590.75
12672,0.0,0.0,329.0,0.0
12673,1.0,321.0,326.0,389.62
12674,3.0,169.0,207.0,461.29
12676,5.0,287.0,311.0,164.38
12679,3.0,225.0,283.0,106.32
12680,3.0,113.0,113.0,183.68
12681,19.0,353.0,367.0,671.26
12683,10.0,361.0,365.0,741.35
12684,6.0,206.0,213.0,299.09
12685,5.0,65.0,93.0,462.77
12686,0.0,0.0,371.0,0.0
12688,0.0,0.0,113.0,0.0
12689,1.0,102.0,127.0,736.58
12690,0.0,0.0,205.0,0.0
12691,5.0,329.0,357.0,171.16
12693,3.0,192.0,319.0,231.29
12694,1.0,113.0,183.0,430.17
12695,3.0,203.0,210.0,164.28
12697,2.0,141.0,169.0,283.54
12701,1.0,163.0,242.0,460.63
12702,0.0,0.0,19.0,0.0
12703,0.0,0.0,71.0,0.0
12704,6.0,162.0,169.0,335.21
12705,7.0,342.0,357.0,858.61
12707,0.0,0.0,291.0,0.0
12708,9.0,339.0,368.0,279.61
12709,14.0,351.0,366.0,658.13
12710,2.0,105.0,201.0,215.03
12712,12.0,343.0,371.0,351.72
12714,4.0,285.0,294.0,935.14
12715,0.0,0.0,106.0,0.0
12716,1.0,130.0,133.0,375.59
12717,1.0,94.0,245.0,421.24
12718,0.0,0.0,71.0,0.0
12719,1.0,60.0,65.0,361.35
12720,20.0,367.0,369.0,265.42
12721,5.0,323.0,354.0,473.91
12722,3.0,65.0,150.0,231.57
12723,2.0,62.0,65.0,212.83
12724,3.0,327.0,332.0,292.17
12725,0.0,0.0,371.0,0.0
12726,6.0,329.0,357.0,406.47
12727,5.0,310.0,320.0,693.24
12728,3.0,261.0,332.0,194.6
12729,0.0,0.0,113.0,0.0
12732,0.0,0.0,179.0,0.0
12733,0.0,0.0,234.0,0.0
12734,0.0,0.0,352.0,0.0
12735,1.0,22.0,337.0,459.8
12736,0.0,0.0,332.0,0.0
12738,0.0,0.0,372.0,0.0
12739,1.0,21.0,99.0,37.5
12740,0.0,0.0,63.0,0.0
12743,0.0,0.0,134.0,0.0
12747,10.0,367.0,369.0,383.74
12749,3.0,210.0,213.0,1077.26
12750,0.0,0.0,128.0,0.0
12752,0.0,0.0,81.0,0.0
12755,1.0,85.0,365.0,17.55
12756,0.0,0.0,86.0,0.0
12757,8.0,196.0,211.0,837.07
12758,1.0,160.0,276.0,1221.4
12759,2.0,223.0,275.0,543.32
12763,1.0,231.0,369.0,174.0
12764,0.0,0.0,316.0,0.0
12766,6.0,363.0,366.0,973.39
12769,0.0,0.0,238.0,0.0
12770,0.0,0.0,210.0,0.0
12772,0.0,0.0,59.0,0.0
12775,4.0,294.0,311.0,292.9
12778,5.0,293.0,312.0,137.55
12779,7.0,334.0,371.0,533.31
12781,1.0,221.0,284.0,277.48
12782,4.0,353.0,357.0,466.86
12783,4.0,73.0,75.0,471.72
12784,1.0,6.0,15.0,56.0
12785,0.0,0.0,364.0,0.0
12787,2.0,183.0,192.0,152.78
12789,0.0,0.0,65.0,0.0
12790,0.0,0.0,192.0,0.0
12791,0.0,0.0,373.0,0.0
12792,0.0,0.0,256.0,0.0
12793,1.0,37.0,371.0,413.68
12794,1.0,45.0,98.0,543.41
12795,0.0,0.0,18.0,0.0
12797,0.0,0.0,365.0,0.0
12802,0.0,0.0,186.0,0.0
12808,2.0,332.0,368.0,177.12
12809,0.0,0.0,177.0,0.0
12811,2.0,24.0,284.0,137.3
12812,0.0,0.0,44.0,0.0
12814,0.0,0.0,101.0,0.0
12815,1.0,51.0,198.0,448.1
12816,1.0,81.0,176.0,253.55
12817,0.0,0.0,281.0,0.0
12818,0.0,0.0,261.0,0.0
12820,3.0,323.0,326.0,257.29
12821,0.0,0.0,214.0,0.0
12822,1.0,17.0,87.0,257.98
12823,4.0,222.0,296.0,363.38
12824,0.0,0.0,59.0,0.0
12826,6.0,363.0,365.0,219.95
12827,2.0,39.0,44.0,106.2
12828,5.0,128.0,130.0,158.34
12829,1.0,24.0,360.0,207.25
12830,4.0,134.0,171.0,1148.2
12831,0.0,0.0,262.0,0.0
12832,1.0,66.0,98.0,115.23
12833,0.0,0.0,145.0,0.0
12834,0.0,0.0,282.0,0.0
12836,3.0,252.0,311.0,588.72
12837,0.0,0.0,173.0,0.0
12838,1.0,340.0,373.0,292.34
12839,13.0,365.0,367.0,399.14
12840,3.0,83.0,226.0,624.23
12842,1.0,238.0,308.0,808.26
12843,7.0,199.0,264.0,229.84
12844,1.0,101.0,130.0,151.08
12845,3.0,23.0,290.0,96.33
12847,0.0,0.0,22.0,0.0
12849,1.0,237.0,268.0,346.39
12851,0.0,0.0,96.0,0.0
12852,0.0,0.0,294.0,0.0
12853,2.0,181.0,315.0,764.85
12854,2.0,240.0,318.0,467.3
12855,0.0,0.0,372.0,0.0
12856,5.0,56.0,63.0,357.24
12857,1.0,92.0,302.0,304.8
12863,0.0,0.0,52.0,0.0
12864,0.0,0.0,138.0,0.0
12865,1.0,97.0,123.0,586.85
12866,0.0,0.0,283.0,0.0
12867,6.0,334.0,360.0,612.34
12868,5.0,188.0,373.0,280.75
12871,1.0,123.0,207.0,248.64
12872,1.0,39.0,365.0,221.44
12873,0.0,0.0,282.0,0.0
12875,1.0,219.0,362.0,49.47
12877,11.0,355.0,358.0,125.97
12878,1.0,30.0,266.0,539.81
12879,2.0,47.0,91.0,216.36
12881,0.0,0.0,275.0,0.0
12882,1.0,24.0,33.0,991.2
12883,1.0,65.0,89.0,411.84
12884,0.0,0.0,88.0,0.0
12885,1.0,60.0,123.0,529.87
12886,1.0,152.0,219.0,603.4
12888,1.0,41.0,255.0,81.36
12890,0.0,0.0,24.0,0.0
12891,2.0,107.0,292.0,144.5
12893,0.0,0.0,30.0,0.0
12895,1.0,44.0,86.0,105.0
12897,1.0,97.0,301.0,87.7
12901,22.0,262.0,270.0,786.58
12902,0.0,0.0,264.0,0.0
12904,1.0,154.0,172.0,264.89
12906,1.0,67.0,78.0,983.22
12908,1.0,136.0,312.0,432.0
12909,3.0,214.0,253.0,425.07
12910,5.0,218.0,241.0,470.96
12912,4.0,38.0,40.0,336.06
12913,4.0,364.0,368.0,516.5
12915,1.0,224.0,372.0,164.0
12916,3.0,182.0,320.0,719.43
12917,0.0,0.0,128.0,0.0
12919,5.0,161.0,169.0,225.8
12920,0.0,0.0,17.0,0.0
12921,22.0,364.0,373.0,739.3
12922,0.0,0.0,161.0,0.0
12923,0.0,0.0,64.0,0.0
12924,3.0,239.0,327.0,291.84
12925,1.0,70.0,74.0,325.74
12928,4.0,324.0,359.0,417.59
12929,0.0,0.0,311.0,0.0
12930,1.0,93.0,171.0,194.24
12933,2.0,259.0,283.0,248.39
12935,5.0,317.0,319.0,345.81
12936,2.0,61.0,78.0,132.72
12937,3.0,252.0,267.0,428.95
12938,0.0,0.0,25.0,0.0
12940,1.0,33.0,87.0,552.27
12942,2.0,234.0,365.0,212.58
12944,1.0,319.0,354.0,317.56
12945,0.0,0.0,288.0,0.0
12947,5.0,230.0,373.0,259.99
12948,6.0,248.0,264.0,282.19
12949,4.0,222.0,252.0,658.23
12950,2.0,22.0,24.0,765.7
12951,5.0,322.0,330.0,175.08
12952,2.0,73.0,78.0,328.12
12953,0.0,0.0,9.0,0.0
12955,10.0,266.0,267.0,428.33
12956,0.0,0.0,306.0,0.0
12957,6.0,330.0,339.0,600.64
12962,1.0,106.0,113.0,95.85
12963,6.0,357.0,365.0,248.47
12965,0.0,0.0,89.0,0.0
12966,0.0,0.0,9.0,0.0
12967,1.0,13.0,371.0,292.5
12968,0.0,0.0,112.0,0.0
12970,1.0,315.0,322.0,428.44
12974,0.0,0.0,197.0,0.0
12976,0.0,0.0,211.0,0.0
12977,0.0,0.0,156.0,0.0
12980,8.0,201.0,358.0,810.7
12981,1.0,104.0,133.0,185.04
12982,0.0,0.0,242.0,0.0
12984,0.0,0.0,18.0,0.0
12985,1.0,28.0,28.0,485.0
12987,1.0,124.0,197.0,254.4
12988,0.0,0.0,292.0,0.0
12989,12.0,361.0,364.0,560.13
12990,2.0,279.0,310.0,156.0
12991,1.0,89.0,112.0,200.2
12993,3.0,275.0,298.0,103.95
12994,2.0,264.0,268.0,310.91
12995,0.0,0.0,85.0,0.0
12997,3.0,295.0,317.0,307.11
12999,2.0,49.0,245.0,67.8
13000,2.0,258.0,364.0,166.55
13001,12.0,322.0,326.0,751.11
13002,0.0,0.0,318.0,0.0
13003,2.0,109.0,214.0,45.0
13004,16.0,346.0,357.0,331.18
13005,1.0,73.0,246.0,192.05
13006,0.0,0.0,56.0,0.0
13008,0.0,0.0,323.0,0.0
13011,0.0,0.0,372.0,0.0
13012,7.0,285.0,294.0,183.51
13013,11.0,370.0,371.0,298.42
13014,9.0,271.0,281.0,327.88
13015,3.0,196.0,249.0,893.84
13016,1.0,50.0,123.0,364.64
13017,0.0,0.0,7.0,0.0
13018,19.0,279.0,295.0,365.61
13021,7.0,354.0,358.0,351.29
13023,1.0,65.0,129.0,353.5
13026,4.0,274.0,275.0,222.75
13027,5.0,241.0,354.0,1094.4
13028,1.0,23.0,45.0,305.38
13029,2.0,323.0,353.0,432.5
13030,1.0,357.0,368.0,371.74
13032,1.0,35.0,87.0,513.88
13033,0.0,0.0,357.0,0.0
13034,1.0,315.0,369.0,476.91
13035,1.0,187.0,260.0,588.88
13037,2.0,118.0,256.0,315.32
13038,2.0,210.0,290.0,256.68
13040,1.0,25.0,33.0,373.74
13043,0.0,0.0,273.0,0.0
13044,0.0,0.0,291.0,0.0
13045,0.0,0.0,99.0,0.0
13046,1.0,236.0,266.0,431.59
13047,7.0,342.0,373.0,410.13
13048,3.0,313.0,327.0,452.77
13049,1.0,254.0,318.0,502.9
13050,16.0,352.0,366.0,344.3
13052,0.0,0.0,212.0,0.0
13055,1.0,135.0,213.0,869.55
13058,2.0,127.0,151.0,111.92
13059,0.0,0.0,249.0,0.0
13060,0.0,0.0,253.0,0.0
13061,0.0,0.0,72.0,0.0
13062,0.0,0.0,191.0,0.0
13064,3.0,315.0,327.0,305.4
13065,0.0,0.0,373.0,0.0
13066,1.0,8.0,32.0,318.99
13067,0.0,0.0,82.0,0.0
13068,1.0,309.0,319.0,179.0
13069,19.0,369.0,369.0,215.98
13070,0.0,0.0,192.0,0.0
13072,0.0,0.0,266.0,0.0
13075,0.0,0.0,129.0,0.0
13077,2.0,365.0,366.0,207.78
13079,4.0,136.0,140.0,49.08
13080,0.0,0.0,179.0,0.0
13082,6.0,212.0,338.0,539.03
13083,1.0,71.0,75.0,111.36
13085,1.0,138.0,295.0,137.98
13090,12.0,364.0,372.0,729.18
13091,0.0,0.0,28.0,0.0
13092,4.0,289.0,359.0,73.1
13093,6.0,98.0,373.0,1172.18
13094,11.0,347.0,368.0,154.88
13095,0.0,0.0,70.0,0.0
13097,8.0,328.0,360.0,713.19
13099,0.0,0.0,99.0,0.0
13101,0.0,0.0,234.0,0.0
13102,19.0,364.0,365.0,321.44
13103,0.0,0.0,39.0,0.0
13104,5.0,351.0,354.0,199.34
13106,0.0,0.0,133.0,0.0
13107,3.0,289.0,333.0,321.59
13108,0.0,0.0,372.0,0.0
13109,1.0,98.0,157.0,416.69
13110,5.0,280.0,311.0,243.42
13113,22.0,366.0,366.0,539.68
13115,3.0,173.0,184.0,472.08
13116,0.0,0.0,138.0,0.0
13117,7.0,351.0,372.0,111.83
13118,3.0,269.0,288.0,335.63
13120,0.0,0.0,238.0,0.0
13121,0.0,0.0,269.0,0.0
13122,1.0,146.0,240.0,18.72
13126,6.0,362.0,366.0,312.7
13127,0.0,0.0,77.0,0.0
13130,0.0,0.0,94.0,0.0
13131,2.0,164.0,187.0,374.2
13132,0.0,0.0,261.0,0.0
13133,1.0,31.0,304.0,57.45
13134,3.0,155.0,240.0,431.13
13135,0.0,0.0,196.0,0.0
13136,3.0,156.0,212.0,677.72
13137,7.0,298.0,308.0,490.35
13138,5.0,350.0,372.0,153.83
13139,5.0,243.0,259.0,931.09
13140,2.0,258.0,366.0,132.11
13141,3.0,231.0,315.0,621.39
13142,0.0,0.0,19.0,0.0
13144,0.0,0.0,332.0,0.0
13145,3.0,333.0,372.0,107.84
13146,0.0,0.0,26.0,0.0
13147,3.0,89.0,99.0,198.0
13148,6.0,335.0,364.0,566.29
13149,3.0,275.0,289.0,433.11
13151,0.0,0.0,295.0,0.0
13153,0.0,0.0,5.0,0.0
13155,3.0,335.0,368.0,197.35
13157,3.0,249.0,298.0,514.47
13158,3.0,224.0,318.0,314.88
13159,3.0,107.0,115.0,326.85
13160,0.0,0.0,22.0,0.0
13161,0.0,0.0,313.0,0.0
13162,3.0,212.0,334.0,311.68
13165,1.0,305.0,351.0,666.84
13166,0.0,0.0,283.0,0.0
13167,3.0,125.0,143.0,182.81
13168,3.0,282.0,318.0,229.0
13169,1.0,189.0,252.0,207.68
13170,0.0,0.0,26.0,0.0
13171,2.0,278.0,299.0,164.03
13173,1.0,363.0,367.0,187.71
13174,2.0,353.0,369.0,700.53
13176,0.0,0.0,46.0,0.0
13177,0.0,0.0,64.0,0.0
13178,10.0,334.0,360.0,501.55
13182,0.0,0.0,45.0,0.0
13183,8.0,327.0,334.0,416.59
13184,8.0,276.0,290.0,186.1
13185,0.0,0.0,267.0,0.0
13186,2.0,89.0,128.0,293.78
13187,0.0,0.0,337.0,0.0
13188,0.0,0.0,11.0,0.0
13189,1.0,97.0,115.0,133.68
13192,1.0,110.0,205.0,447.62
13193,0.0,0.0,61.0,0.0
13194,0.0,0.0,135.0,0.0
13196,2.0,251.0,262.0,642.82
13198,5.0,351.0,361.0,603.34
13200,3.0,107.0,126.0,183.59
13203,3.0,233.0,242.0,234.58
13207,1.0,135.0,150.0,52.74
13208,5.0,251.0,309.0,211.09
13209,5.0,331.0,361.0,1114.55
13210,0.0,0.0,93.0,0.0
13211,2.0,351.0,361.0,543.36
13212,1.0,42.0,61.0,496.61
13213,3.0,143.0,199.0,368.43
13216,0.0,0.0,267.0,0.0
13217,2.0,34.0,156.0,224.49
13218,0.0,0.0,127.0,0.0
13220,3.0,158.0,236.0,245.3
13221,1.0,119.0,359.0,349.25
13223,1.0,32.0,232.0,62.4
13224,1.0,91.0,151.0,943.69
13225,6.0,358.0,361.0,876.19
13226,0.0,0.0,273.0,0.0
13227,0.0,0.0,201.0,0.0
13228,0.0,0.0,81.0,0.0
13229,0.0,0.0,225.0,0.0
13230,12.0,361.0,365.0,226.13
13232,6.0,231.0,243.0,206.7
13233,1.0,262.0,336.0,300.88
13235,0.0,0.0,212.0,0.0
13236,1.0,82.0,106.0,305.62
13238,3.0,343.0,360.0,203.19
13239,0.0,0.0,261.0,0.0
13240,3.0,269.0,365.0,146.53
13242,1.0,101.0,213.0,166.4
13243,0.0,0.0,203.0,0.0
13244,0.0,0.0,92.0,0.0
13245,0.0,0.0,50.0,0.0
13246,5.0,312.0,330.0,330.25
13247,3.0,65.0,82.0,65.35
13248,1.0,65.0,189.0,78.21
13249,2.0,169.0,261.0,209.79
13253,1.0,183.0,339.0,553.92
13255,1.0,364.0,373.0,173.81
13258,2.0,194.0,205.0,236.98
13259,0.0,0.0,61.0,0.0
13260,0.0,0.0,61.0,0.0
13261,1.0,17.0,285.0,99.0
13262,0.0,0.0,263.0,0.0
13265,4.0,220.0,273.0,450.06
13266,11.0,245.0,256.0,321.09
13267,13.0,364.0,366.0,322.54
13268,9.0,250.0,267.0,284.57
13269,12.0,368.0,369.0,416.23
13270,0.0,0.0,366.0,0.0
13271,0.0,0.0,37.0,0.0
13272,1.0,58.0,89.0,135.6
13273,0.0,0.0,113.0,0.0
13276,1.0,36.0,99.0,453.55
13277,3.0,118.0,133.0,60.83
13278,0.0,0.0,40.0,0.0
13279,0.0,0.0,78.0,0.0
13280,2.0,215.0,337.0,253.76
13282,2.0,202.0,220.0,393.72
13283,1.0,126.0,185.0,68.16
13284,0.0,0.0,330.0,0.0
13285,3.0,267.0,290.0,680.74
13291,0.0,0.0,155.0,0.0
13292,1.0,246.0,284.0,329.37
13294,1.0,60.0,249.0,390.09
13295,0.0,0.0,359.0,0.0
13296,0.0,0.0,137.0,0.0
13297,2.0,60.0,67.0,387.24
13298,0.0,0.0,1.0,0.0
13299,0.0,0.0,268.0,0.0
13300,0.0,0.0,169.0,0.0
13301,3.0,189.0,292.0,148.06
13302,0.0,0.0,155.0,0.0
13304,0.0,0.0,351.0,0.0
13305,9.0,368.0,372.0,207.18
13307,0.0,0.0,120.0,0.0
13308,2.0,181.0,203.0,285.28
13309,4.0,301.0,308.0,266.52
13310,2.0,296.0,324.0,360.92
13311,1.0,146.0,150.0,108.46
13313,4.0,317.0,339.0,312.0
13314,2.0,72.0,73.0,138.16
13317,3.0,292.0,358.0,678.54
13318,2.0,36.0,37.0,168.9
13319,16.0,360.0,365.0,630.39
13320,2.0,135.0,213.0,520.04
13321,1.0,14.0,86.0,308.32
13322,0.0,0.0,17.0,0.0
13323,4.0,81.0,84.0,166.89
13325,0.0,0.0,81.0,0.0
13327,6.0,327.0,365.0,480.46
13328,0.0,0.0,316.0,0.0
13329,1.0,335.0,366.0,484.8
13330,2.0,223.0,315.0,402.55
13332,0.0,0.0,14.0,0.0
13334,2.0,223.0,305.0,938.19
13336,0.0,0.0,77.0,0.0
13338,0.0,0.0,157.0,0.0
13339,0.0,0.0,200.0,0.0
13341,0.0,0.0,260.0,0.0
13343,0.0,0.0,177.0,0.0
13344,1.0,210.0,277.0,887.57
13345,0.0,0.0,287.0,0.0
13347,0.0,0.0,70.0,0.0
13348,0.0,0.0,64.0,0.0
13349,0.0,0.0,10.0,0.0
13350,1.0,63.0,79.0,332.55
13351,0.0,0.0,66.0,0.0
13352,0.0,0.0,60.0,0.0
13354,0.0,0.0,71.0,0.0
13355,0.0,0.0,122.0,0.0
13356,0.0,0.0,80.0,0.0
13357,0.0,0.0,257.0,0.0
13358,0.0,0.0,268.0,0.0
13359,0.0,0.0,63.0,0.0
13362,3.0,278.0,287.0,759.35
13363,1.0,26.0,43.0,388.68
13364,0.0,0.0,71.0,0.0
13366,0.0,0.0,50.0,0.0
13368,1.0,81.0,337.0,588.0
13369,0.0,0.0,365.0,0.0
13370,0.0,0.0,371.0,0.0
13372,0.0,0.0,89.0,0.0
